2,35,7,0,0,0,20160909,20160914,0
3,38,410,1788,1788,0,20151121,20170104,0
7,41,30,99,99,1,20161116,20161215,0
7,41,30,99,99,1,20161215,20170115,0
7,41,30,99,99,1,20170115,20170215,0
7,41,30,99,99,1,20170215,20170315,0
8,39,31,149,149,1,20150131,20150319,0
8,39,31,149,149,1,20150228,20150419,0
8,39,31,149,149,1,20150331,20150519,0
8,39,0,0,149,1,20150430,20150619,0
8,39,30,149,149,1,20150531,20150719,0
8,39,30,149,149,1,20150630,20150819,0
8,39,30,149,149,1,20150731,20150919,0
8,39,30,149,149,1,20150831,20151019,0
8,39,30,149,149,1,20150930,20151119,0
8,39,30,149,149,1,20151102,20151219,0
8,39,30,149,149,1,20151202,20160119,0
8,39,30,149,149,1,20160131,20160319,0
8,39,30,149,149,1,20160731,20160919,0
8,39,30,149,149,1,20160831,20161019,0
8,39,30,149,149,1,20160930,20161119,0
8,39,30,149,149,1,20161031,20161219,0
8,39,30,149,149,1,20161130,20170119,0
8,39,30,149,149,1,20161231,20170219,0
8,39,30,149,149,1,20170131,20170319,0
10,41,30,149,149,1,20150126,20150226,0
10,41,30,149,149,1,20150226,20150326,0
10,41,30,149,149,1,20150326,20150426,0
10,41,0,0,149,1,20150426,20150526,0
10,41,30,149,149,1,20150526,20150626,0
10,41,30,149,149,1,20150626,20150726,0
10,41,30,149,149,1,20150726,20150826,0
10,41,30,149,149,1,20150826,20150926,0
10,41,30,149,149,1,20150926,20151026,0
10,41,30,149,149,1,20151026,20151126,0
10,41,30,149,149,1,20151126,20151226,0
10,41,30,149,149,1,20151226,20160126,0
10,41,30,149,149,1,20160126,20160226,0
10,41,30,149,149,1,20160226,20160326,0
10,41,30,149,149,1,20160326,20160426,0
10,41,30,149,149,1,20160426,20160526,0
10,41,30,149,149,1,20160526,20160626,0
10,41,30,149,149,1,20160626,20160726,0
10,41,30,149,149,1,20160726,20160826,0
10,41,30,149,149,1,20160826,20160926,0
10,41,30,149,149,1,20160926,20161026,0
10,41,30,149,149,1,20161026,20161126,0
10,41,30,149,149,1,20161126,20161226,0
10,41,30,149,149,1,20161226,20170126,0
10,41,30,149,149,1,20170126,20170226,0
10,41,30,149,149,1,20170226,20170326,0
